status_id,user_id,created_at,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favourites_count,retweet_count,country_code,place_full_name,place_type,followers_count,friends_count,account_lang,account_created_at,verified,lang,subjectivity,polarity,Analysis
1.25e+18,166476598.0,2020-04-01 01:00:57+00:00,kashyap_kumar,"Hon.(@CMODelhi ,@ArvindKejriwal )
One of the doc has uploaded a videos that the PPE supplied to them at LNJP, MAMC are of low quality &amp; useless.
Your attention &amp; action are required.
#Doctor4covid #speak4doctor #COVID19 #COVID??ª19 #COVID2019india @Drmanugautam @drmanishjain680 https://t.co/11RtjG7H4W",Twitter for iPhone,1.24e+18,138822469.0,OmarAbdullah,False,False,16081,0,IN,"New Delhi, India",city,1436,1843,,2010-07-14 07:06:49+00:00,False,en,0.19999999999999998,-0.13333333333333333,Fear
1.25e+18,9.79e+17,2020-04-01 01:07:42+00:00,UnitedRda,"@PrinSciAdvGoI @kvijayraghavan It appears that from 30th Jan,20 (WHO declared #Covid19 as epidemic) till March 15 , the Central Govt was in sleeping Mode. #Doctors working with #CGHS are yet not given even a N95 masks. What to expect from such vulnerable Govt. @PMOIndia #COVID",Twitter for Android,,,,False,False,935,11,IN,GTB Hospital,poi,1949,160,,2018-03-28 10:22:52+00:00,False,en,0.4166666666666667,-0.16666666666666666,Fear
1.25e+18,7.76e+17,2020-04-01 01:08:43+00:00,mohta_yash,"@cjwerleman Can you see #coronavirus ??? No na. But you believe there it is.
God is real real and real. https://t.co/js7RXYYZu6",Twitter for Android,,9.8e+17,PrinSciAdvGoI,False,False,229,0,IN,"Ahmadabad City, India",city,88,99,,2016-09-13 11:05:22+00:00,False,en,0.37500000000000006,0.25,Anger
1.25e+18,2827841420.0,2020-04-01 01:19:37+00:00,PZakyy,"One thing that #coronavirus exposed fully is the brutality of Police force and their insensitivity towards people.

Post #COVID19 world should upgrade police training from scratch 

https://t.co/R4yFRPZXhH",Twitter for Android,,33519870.0,cjwerleman,True,False,1722,0,IN,"Bharuch, India",city,117,454,,2014-09-23 10:44:15+00:00,False,en,0.0,0.0,Sad
1.25e+18,233039234.0,2020-04-01 01:20:05+00:00,dnyadav,"On Monday, #China said there are at present 1,541 asymptomatic carriers of the #coronavirus in the country. Of that group, 205 people recently returned from overseas #Statistics #DamLies",Twitter for Android,,,,False,False,228305,1,IN,"Mumbai, India",city,6577,3358,,2011-01-02 03:17:39+00:00,False,en,0.125,0.0,Sad
1.25e+18,14158133.0,2020-04-01 01:21:14+00:00,arvindmahajan,"Avoid any #COVID19 related #AprilFools messages

#IndiaFightsCornona #Aprilfoolsday2020",Twitter for iPhone,,,,False,False,3209,0,IN,"Pune, India",city,3659,2644,,2008-03-16 16:35:29+00:00,False,en,0.4,0.0,Sad
1.25e+18,1.07e+18,2020-04-01 01:21:33+00:00,imHarish_D,#corona #virus #covid_19 #safety #wash #handmade #world #boys #girls #sunny #google #youtube #tiktok #facebook #love #picoftheday #photooftheday #instapic #instagram #inspiration @ W2S-Hub https://t.co/kezYAWA7xa,Twitter for Android,,,,False,False,32645,1,IN,"Rajasthan, India",city,1088,108,,2018-12-10 13:54:49+00:00,False,en,0.6,0.5,Analytical
1.25e+18,45796129.0,2020-04-01 01:21:55+00:00,sandeepmoun,"#CoronaVirusUpdates In India :
Total Number Of Cases : 1397
Active Cases : 1238
Recovered : 124
Death's : 35
#CoronavirusOutbreak #CoronavirusPandemic #CoronaStopKaroNa #coronavirus https://t.co/8tpoUvdEgX",Instagram,,,,False,False,98,0,IN,"karnal, India",city,51,410,,2009-06-09 08:35:34+00:00,False,en,0.675,-0.06666666666666667,Fear
1.25e+18,1.24e+18,2020-04-01 01:23:25+00:00,Deb22dn,"Why this differential treatment? The virus doesn??t care about class ,caste or religion. The govt &amp; authorities are acting so inhuman that they should in fact learn from it. #CoronavirusOutbreak is a great leveller. https://t.co/qoiAYz2oUQ",Twitter for Android,,,,False,False,1867,0,IN,"Silchar, India",city,187,454,,2020-03-05 09:14:43+00:00,False,en,0.375,0.4,Anger
1.25e+18,9.02e+17,2020-04-01 01:28:08+00:00,ayan_borkotoky,"@LohiaPawan @smitadeshmukh @HDFC_Bank No use she's lost her brains in #coronavirus times are you following her ,if yes why there are better things to do Lohiaji this kind of people are #negative stop it ????",Twitter for iPhone,,,,True,False,2981,0,IN,"Sonari, India",city,56,391,,2017-08-28 07:59:13+00:00,False,en,0.475,0.2,Anger
1.25e+18,87385342.0,2020-04-01 01:28:50+00:00,iiirdi,"#COVID19  effect , waiting for see new world alliance #Russia_India_US.
@narendramodi @POTUS @Plaid_Putin @KremlinRussia_E @PMOIndia .
@sardanarohit @aruneshkumara @sudhirchaudhary https://t.co/KnU7VOhp4V",Twitter for Android,1.25e+18,18757974.0,LohiaPawan,False,False,2624,0,IN,"Hyderabad, India",city,460,271,,2009-11-04 07:23:33+00:00,False,en,0.45454545454545453,0.13636363636363635,Anger
1.25e+18,2230024818.0,2020-04-01 01:30:20+00:00,dhirajpd,"It really does seem wasteful to leave these aircraft inoperative any longer, after the depths of #Coronavirus the government should return @jetairways to service as a secondary national airline and add aircraft from the overcapacity at @airindiain #JetAirways @HardeepSPuri #9W https://t.co/0qU7UG5FCq",Twitter for Android,,,,True,False,836,0,IN,"New Delhi, India",city,49,646,,2013-12-04 14:40:34+00:00,False,en,0.25,-0.04999999999999999,Fear
1.25e+18,9.73e+17,2020-04-01 01:33:18+00:00,himgiri1211,"Hope to start this month with a lot of energy and enthusiasm.

I would like to ""Thank"" all those who are standing up for the humanity against the pandemic #COVID19

May God bless all the people who are needy !",Twitter for Android,,,,True,False,82,0,IN,"Sanganer, India",city,60,141,,2018-03-10 18:46:06+00:00,False,en,0.0,0.0,Sad
1.25e+18,1.2e+18,2020-04-01 01:34:56+00:00,jetairways2020,"Everyone is a #Fool 
untill The real Fool Step out from home.. 

#StayAtHome
#StaySafe
#coronavirus #CoronavirusOutbreak #coronavirusindia #coronavirusinindia #COVID??ª19 #COVID19 #Covid19India #AprilFoolsDay #AprilFools #Aprilfoolsday2020 #Aprilfool
#justMyThought #LiketoWrite???",Twitter for iPhone,,,,True,False,5442,0,IN,"Mumbai, India",city,568,1021,,2019-11-30 06:19:44+00:00,False,en,0.30000000000000004,0.2,Anger
1.25e+18,83824641.0,2020-04-01 01:35:37+00:00,radical1184,"Looks like someone missed the memo!

But great to experience this quality of air in Gurgaon in the past few days

#covid19 #flattenthecurve #stayhome 

#airveda @ Gurgaon The Cyber City https://t.co/FvIbhX4Uig",Twitter for Android,,,,False,False,15827,0,IN,"New Delhi, India",city,498,303,,2009-10-20 11:33:49+00:00,False,en,0.3666666666666667,0.11666666666666668,Anger
1.25e+18,7.91e+17,2020-04-01 01:37:16+00:00,dev_dharani,#India has Global Leader.... Only @narendramodi has World Leaders who Take Action has Against #coronavirus https://t.co/VK5o8XTYAR,Twitter for Android,,,,False,False,638,1,IN,"Mumbai, India",city,43,103,,2016-10-25 10:57:09+00:00,False,en,0.3666666666666667,0.03333333333333333,Anger
1.25e+18,188657186.0,2020-04-01 01:39:05+00:00,TheShroffster,@ndtv Americans were quick against 9/11 perpetrators... Mum against  #china for the #BioTerrorism #coronavirus #COVID19,Instagram,,,,False,False,2693,0,IN,"Gurgaon, India",city,4073,1002,,2010-09-09 07:50:22+00:00,False,en,0.5,0.3333333333333333,Anger
1.25e+18,1.11e+18,2020-04-01 01:39:05+00:00,MyEarth_MyDuty,"A very important point: when social distance is difficult to maintain, #masks might help prevent sneeze/cough droplet to carry #covid19 virus far to anthr  person, it??s not fool proof till it is coated  with #invented compund by #jayant #Haldar @jncasr under test soon, @ccmb_csir https://t.co/uHksWpqMpF",Twitter for Android,,,,False,False,1145,2,IN,"Mumbai, India",city,99,1062,,2019-03-28 01:11:59+00:00,False,en,0.7666666666666666,0.03833333333333334,Anger
1.25e+18,806590626.0,2020-04-01 01:44:37+00:00,rjagadishy,"COVID-19 Strategy of China's #corona #coronavirus #coronatime #itscoronatime #covid19 #LifebuoyKarona #tiktokindia #viral #jantacurfew #waitforit #mumbai #india #people #maharashtra #delhi #lucknow #sirsa @ Mumbai,?? https://t.co/sRtpICt8xA",Twitter for Android,1.25e+18,37034483.0,ndtv,False,False,6138,0,IN,"Port Blair, India",city,146,222,,2012-09-06 11:17:13+00:00,False,en,0.0,0.0,Sad
1.25e+18,45914458.0,2020-04-01 01:44:56+00:00,anilgb,"@YogVedantSamiti Since every State is following the Guidelines of Supreme Court in releasing the old Prisoners during this #CoronaVirusPandemic Situation.Why innocent Sant Shri Asaram Bapu Ji still behind the bars ?
#CoronaRiskForPrisoners",Twitter for iPhone,,,,True,False,60705,0,IN,"Daskroi, India",city,10761,833,,2009-06-09 19:11:54+00:00,False,en,0.425,0.04999999999999999,Anger
1.25e+18,2780063414.0,2020-04-01 01:49:22+00:00,Gurpalsvirk,"In this period of crisis, We are with you.
Million's of @nsui workers are ready to help in different districts of the states,
If anyone is suffering due to lockdown around you, contact the following helpline numbers.
#LadengeAurJeetenge
#COVID19 https://t.co/oKu5oRGiuf",Instagram,,,,False,False,10,0,IN,"Mumbai, India",city,157,0,,2014-08-30 06:24:58+00:00,False,en,0.39375000000000004,0.018750000000000003,Anger
1.25e+18,7.16e+17,2020-04-01 01:59:57+00:00,deepak_mragwani,"@SwamyChakrapani #Who_Is_RealGod 
@SaintRampalJiM  is one an only Sant who can save the whole world.
He can destroys Corona pandemic.
#COVID19 https://t.co/or0BQ81vpo",Twitter for Android,1.25e+18,1940485112.0,YogVedantSamiti,False,False,216522,5,IN,"Kishangarh, India",city,9641,5562,,2016-04-02 02:53:08+00:00,False,en,0.7,0.1,Anger
1.25e+18,7.06e+17,2020-04-01 02:01:40+00:00,kunwar_Speaks,"@IAnnapurnna I agree, I see good in #CoronavirusOutbreak as well...
Environment is amazing...
Only essential folks are working... ???",Twitter for Android,,,,False,False,3810,0,IN,"Madhya Pradesh, India",city,758,22,,2016-03-05 17:57:43+00:00,False,en,0.7,0.325,Anger
1.25e+18,8.81e+17,2020-04-01 02:02:05+00:00,Vikrammahant95,"It is good of the BJP to continue providing employment to the IT cell minions during the lockdown.
One request, can it be used for good, instead of trying to burn down the country 
#coronavirus",Twitter for Android,1.24e+18,4863053456.0,SwamyChakrapani,False,False,17175,4,IN,"Chhattisgarh, India",city,291,260,,2017-06-30 13:25:38+00:00,False,en,0.4962962962962964,0.41481481481481475,Anger
1.25e+18,2286417703.0,2020-04-01 02:04:35+00:00,BLRrocKS,So the focus is shifted from a country to one religion/community. Well done media. #coronavirus #paidmedia #IndiaFightsCOVID19,Twitter for Android,1.25e+18,135945073.0,IAnnapurnna,False,False,75779,0,IN,"Bengaluru South, India",city,4980,157,,2014-01-11 10:18:31+00:00,False,en,0.0,0.0,Sad
1.25e+18,11589192.0,2020-04-01 02:08:48+00:00,calamur,"As cases without positive travel history are coming up @MoHFW_INDIA needs to change policy
@PMOIndia @drharshvardhan 
#Doctor4covid #COVID #COVID19 #IndiaFightsCornona @Drmanugautam @drmanishjain680 @mediaanurag @swadeshjourno @avneesh_NN @Simranjeet_ST @SRajeshRanjan",Twitter for Android,,,,False,False,11921,15,IN,"Mumbai, India",city,64246,1414,,2007-12-28 03:14:29+00:00,True,en,0.5454545454545454,0.22727272727272727,Anger
1.25e+18,47952704.0,2020-04-01 02:08:52+00:00,askammya,Today begins a new month and I am sure the entire World hopes it to break the gloom which February &amp; March brought us. Hope we can come over the ensuing #covid_19 crisis and come out much stronger. Amen to that.?? https://t.co/d7XMjKntsR,Twitter for Android,,,,False,False,602,0,IN,"Mumbai, India",city,388,125,,2009-06-17 13:04:24+00:00,False,en,0.4603535353535354,0.14060606060606062,Anger
1.25e+18,9.79e+17,2020-04-01 02:09:44+00:00,UnitedRda,It has been confirmed that #CongressUsesCrisisForRaise and some #TablighiJamaat radicals are alive #coronavirus ... #TablighiJamatVirus #TableeghiJamaat #TabligiJamat https://t.co/A29A2VHdgD,Twitter for Android,,,,False,False,935,4,IN,"New Delhi, India",city,1949,160,,2018-03-28 10:22:52+00:00,False,en,0.7,0.25,Anger
1.25e+18,17675135.0,2020-04-01 02:11:30+00:00,cheontheroad,@DDIndialive @PBNS_India @PrakashJavdekar @PMOIndia @narendramodi   @DDNewslive ShowAll Ur Animated Visual Nation shud hav seen on March23 Explained #Why21dayLockdown #WhyToFindB in 4CitizenGroups of #coronavirus A-B-C-D why easy 2deal with A C and stay-at-home D but imp2 #FINDB,Instagram,,,,False,False,153,0,IN,"Vododara, India",city,595,41,,2008-11-27 10:51:39+00:00,False,en,0.4166666666666667,0.21666666666666667,Anger
1.25e+18,371064006.0,2020-04-01 02:19:23+00:00,dKNAIR4BJP,"@narendramodi  mother Hiraba donates Rs 25,000 from her personal savings to #PMCARES Fund. #COVID19 There is a very blessed mother who sees such a son serving his country.
 #pickoftheday https://t.co/OmXkllKUlc",Twitter for Android,,,,True,False,18566,0,IN,India,city,2741,1021,,2011-09-10 04:00:29+00:00,False,en,0.3666666666666667,0.06666666666666667,Anger
1.25e+18,80595705.0,2020-04-01 02:21:12+00:00,santhemant,@narendramodi @DDIndialive @PBNS_India @PrakashJavdekar @DDNewslive ShowAll Ur Animated Visual Nation shud hav seen on March23 Explained #Why21dayLockdown #WhyToFindB in 4CitizenGroups of #coronavirus A-B-C-D why easy 2deal with A C and stay-at-home D but imp2 #FINDB @republic,Twitter for Android,,7.18e+17,DDIndialive,False,False,7943,0,IN,"Vododara, India",city,945,852,,2009-10-07 14:53:39+00:00,False,en,0.4166666666666667,0.21666666666666667,Anger
1.25e+18,9.51e+17,2020-04-01 02:23:25+00:00,rkashutosh1997,@Director_EVDM in such times please dont catch dogs from street colony they're all friends Umanagar Begumpet Ameerpet this is inhuman treatment #coronavirus times,Twitter for Android,,18839785.0,narendramodi,False,False,544,1,IN,India,city,18,97,,2018-01-10 14:29:14+00:00,False,en,0.5,0.0,Sad
1.25e+18,80595705.0,2020-04-01 02:27:00+00:00,santhemant,@shubham21079 In this #CoronavirusPandemic situation we have to consider about our countrymen weigher they're calprit or not. Our government should release then on parole #CoronaRiskForPrisoners,Twitter for Android,,18839785.0,narendramodi,False,False,7943,0,IN,"Vododara, India",city,945,852,,2009-10-07 14:53:39+00:00,False,en,0.0,0.0,Sad
1.25e+18,87385342.0,2020-04-01 02:31:18+00:00,iiirdi,"The 29-year-old man who has tested positive for Covid-19 had no symptoms, has a travel history to Dubai. With this, the total number of Covid-19 positive cases increased to four in #Odisha. #Bhadrakh #COVID19 @IndiaToday https://t.co/CjAB488rjI",Twitter for Android,,1e+18,Director_EVDM,False,False,2624,0,IN,"Rajendra Nagar, India",city,460,271,,2009-11-04 07:23:33+00:00,False,en,0.6136363636363636,0.15151515151515152,Anger
1.25e+18,7.16e+17,2020-04-01 02:33:28+00:00,deepak_mragwani,Nobody is excited to fool others on the #AprilFoolDay2020 as everyone is feeling fooled by the #coronavirus,Twitter for Android,1.25e+18,9.55e+17,shubham21079,False,False,216522,23,IN,"Kishangarh, India",city,9641,5562,,2016-04-02 02:53:08+00:00,False,en,0.75,0.375,Anger
1.25e+18,62538858.0,2020-04-01 02:35:04+00:00,iamsuffian,Morning seven to eleven market. #COVID #CoronavirusOutbreak #Day8 https://t.co/vYcsW3n96S,Twitter for Android,,,,False,False,52452,0,IN,"Bhubaneshwar, India",city,905,771,,2009-08-03 15:24:15+00:00,False,en,0.0,0.0,Sad
1.25e+18,159408584.0,2020-04-01 02:39:22+00:00,pundhirgs,"Under the able leadership of PM @narendramodi ji and initiative of @DrJitendraSingh ji, Ministry for Development of #Northeast, @MDoNER_India is committed with the people of #Northeast, for their well being during the fight against #Covid19.
 #IndiaFightsCorona https://t.co/iRkux6UAE9",Twitter for Android,,,,False,False,14404,0,IN,"Greater Noida, India",city,57,299,,2010-06-25 08:34:43+00:00,False,en,0.625,0.5,Analytical
1.25e+18,75521696.0,2020-04-01 02:39:46+00:00,svmurthy,@asadowaisi See this  @DDNewslive ShowAll Ur Animated Visual Nation shud hav seen on March23 Explained #Why21dayLockdown #WhyToFindB in 4CitizenGroups of #coronavirus A-B-C-D why easy 2deal with A C and stay-at-home D but imp2 #FINDB,Twitter for Android,,,,False,False,1903,1,IN,"Raichur, India",city,1366,1047,,2009-09-19 10:26:18+00:00,False,en,0.4166666666666667,0.21666666666666667,Anger
1.25e+18,8.42e+17,2020-04-01 02:40:19+00:00,NBirenSingh,"""Coronavirus: White House projects 100,000 to 240,000 deaths in the US"" #Coronavirus https://t.co/zEfTvrPGiz",Twitter for Android,,,,False,False,25184,25,IN,"Imphal East II, India",city,83374,191,,2017-03-14 11:20:28+00:00,True,en,0.0,0.0,Sad
1.25e+18,80595705.0,2020-04-01 02:40:43+00:00,santhemant,#Gurgaon .. support #COVID19 https://t.co/OR4qf72MHI,Twitter for Android,1.25e+18,336611577.0,asadowaisi,False,False,7943,0,IN,"Vododara, India",city,945,852,,2009-10-07 14:53:39+00:00,False,en,0.0,0.0,Sad
1.25e+18,74365244.0,2020-04-01 02:40:57+00:00,watdehel,"#Coronavirus: White House projects 100,000 to 240,000 deaths in the US #Coronavirus https://t.co/EO4FzyLGeh",Twitter for Android,,,,False,False,81156,0,IN,"Mumbai, India",city,2050,281,,2009-09-15 04:30:42+00:00,False,en,0.0,0.0,Sad
1.25e+18,8.35e+17,2020-04-01 02:42:14+00:00,MeraGurgaon,#Turkmenistan bans the word ??#coronavirus #COVID #CentralAsia https://t.co/29lAmnFuca,Twitter for Android,,,,False,False,5095,0,IN,India,city,1472,265,,2017-02-24 00:59:31+00:00,False,en,0.0,0.0,Sad
1.25e+18,28149588.0,2020-04-01 02:42:58+00:00,nksingal,"The outbrk of #mediavirus is more dtrimntl than #coronavirus
Gathering were cnsecutivly done by mny ldrs of the ruling prty b4 tht
Bt moulding it in a religious clr is too pathetiic.  Ye sb TRP k liye h. Stp blmng Muslims
#COVID??ª19 #TablighiJamaat #GhulamMedia #NizamuddinMarkaj",Twitter for iPhone,,,,False,False,134718,0,IN,"New Delhi, India",city,10507,11055,,2009-04-01 17:29:51+00:00,False,en,0.375,0.25,Anger
1.25e+18,2313372158.0,2020-04-01 02:51:47+00:00,raghavsharma83,"@InfoRatnagiri kindly post #COVID19 status of Ratnagiri district on a daily basis for information of general public, e.g., no. of tested, no. of quarantined, no. of isolation, no. of negatives etc",Twitter for Android,,,,False,False,596,0,IN,"New Delhi, India",city,227,91,,2014-01-27 09:54:43+00:00,False,en,0.36666666666666664,0.1625,Anger
1.25e+18,8.63e+17,2020-04-01 02:53:27+00:00,imlaskar_20,@drharshvardhan @DrHVoffice  @MoHFW_INDIA @NHPINDIA @WHO @WHOSEARO Spread Animated Visual of @DDNewslive Nation shud hav seen THIS on 23/3 Explained #Why21dayLockdown #WhyToFindB in 4CitizenGroups of #coronavirus A-B-C-D why easy 2deal with A C and stay-at-home D but imp2 #FINDB,Twitter for Android,,,,False,False,2204,0,IN,"Silchar, India",city,63,190,,2017-05-12 16:21:07+00:00,False,en,0.4166666666666667,0.21666666666666667,Anger
1.25e+18,2900501078.0,2020-04-01 02:54:27+00:00,shirishmadar,Next pandemic would actually be humans turning into zombies. #COVID19,Twitter for Android,,3312428204.0,InfoRatnagiri,False,False,94,0,IN,"Chiplun, India",city,76,224,,2014-11-15 14:38:36+00:00,False,en,0.05,0.0,Sad
1.25e+18,80595705.0,2020-04-01 02:55:29+00:00,santhemant,"Government please apply section 144 immediately.
Stay Home, Stay Safe..
#LockDown #FightAgainstCorona #Covid19 #IndiaVsCorona #Covid19India #COVID #COVID2019india #Lockdown21 #StayHomeIndia",Twitter for Android,1.24e+18,80595705.0,santhemant,False,False,7943,0,IN,"Vododara, India",city,945,852,,2009-10-07 14:53:39+00:00,False,en,0.5,0.5,Analytical
1.25e+18,558596427.0,2020-04-01 02:56:47+00:00,iamamenon,"#CoronaVirus reaches a Housing  Society next to ours in Vasundhara Enclave , #Delhi. One suspected case has been confirmed as positive. Tight vigil by Police. Residents asked to stay indoors.
#DelhiCoronaScareExplodes #DelhiCoronaScare #DelhiPoliceFightsCOVID #DelhiFightsCorona https://t.co/3EYcFDhcJ9",Twitter for Android,,,,False,False,14120,0,IN,"Haveli, India",city,86,432,,2012-04-20 10:32:54+00:00,False,en,0.45779220779220775,0.11217532467532468,Anger
1.25e+18,1493489773.0,2020-04-01 03:01:03+00:00,SujoyBasuLive,"Delhi police reprimands the mandir guys on allowing small children to gather! Instructs to partially close the gate. 

Any gathering is a potential disaster. Proud of @DelhiPolice PCR folks. 

#COVID19 #CurfewInIndia #Delhi https://t.co/wrJKaq9HFn",Twitter for Android,,,,False,False,629,0,IN,"Kolkata, India",city,54,69,,2013-06-08 17:29:37+00:00,False,en,0.675,0.09687500000000002,Anger
1.25e+18,481337307.0,2020-04-01 03:01:12+00:00,raovsingh,"You stay at home otherwise corona is unstoppable. you decide about our #goodfuture or worst 
I decided I stay at home
Please think about you family and stay at home otherwise no one stop corona
It's not about grovment it's about us our family #PleaseStayHome #StayAtHome #COVID19 https://t.co/9FVBJr7HlE",Twitter for Android,,,,False,False,3218,1,IN,"Vasundhara Enclave, New Delhi",city,552,2442,,2012-02-02 16:29:33+00:00,False,en,1.0,-1.0,Fear
1.25e+18,30171599.0,2020-04-01 03:04:00+00:00,vineetkaul,"#Shadow is our true companion. It seems tht it leaves us in #darkness bt it was always beside u, walking along with u Its jst d incapability of eyes tht u can??t see it. Feel it with #heart, instead. U r nt alone n never were.

#Hope #Poetry @sudhirchaudhary #motivation #COVID19 https://t.co/gRkCEO83MV",Twitter for iPhone,,,,False,False,8847,2,IN,"New Delhi, India",city,2654,320,,2009-04-10 05:45:35+00:00,False,en,0.65,0.35,Anger
1.25e+18,8.91e+17,2020-04-01 03:04:10+00:00,Neerajsimri,This #WuhanVirus / #ChinaVirus . Please. This is not #coronavirus . https://t.co/BjEU2RMVWw,Twitter for Android,,,,False,False,148,0,IN,"New Delhi, India",city,11,81,,2017-07-29 06:26:03+00:00,False,en,0.0,0.0,Sad
1.25e+18,865215882.0,2020-04-01 03:04:12+00:00,AbhimanyuSARV,What an excellent gesture... We as a society should respect people who are working for us. #coronavirus https://t.co/rCfKrqdSOm,Twitter for iPhone,,,,False,False,128,2,IN,"Jaipur, India",city,68,24,,2012-10-06 19:56:23+00:00,False,en,1.0,1.0,confident
1.25e+18,469987004.0,2020-04-01 03:14:46+00:00,Vickypats66,"@ReportingDuo @DalaiLama @PIBHomeAffairs Since every State following the Guidelines of Supreme Court in releasing the old Prisoners during this #CoronaVirusPandemic Situation.Why innocent Sant Shri Asaram Bapu Ji still behind the bars ?
#CoronaRiskForPrisoners",Twitter for Android,,,,True,False,15072,0,IN,"Pune, India",city,807,910,,2012-01-21 06:20:11+00:00,False,en,0.425,0.04999999999999999,Anger
1.25e+18,1874489532.0,2020-04-01 03:15:15+00:00,hanchatemahesh,"@dpradhanbjp Sir can you please focus on MH Pune,#Trying to contact you but not getting any response. More than 2500 odiya people are in hungry for last 2days. Not a single help from state govtof MH not even from Odisha. Ready to help our people but need your guidance.

#COVID19",Twitter for Android,,,,True,False,795,0,IN,"Maharashtra, India",city,404,547,,2013-09-17 07:26:01+00:00,False,en,0.3202380952380952,0.18392857142857144,Anger
